234;88
553;89
627;39
265;57
961;89
586;33
974;66
32;55
292;93
429;83
985;23
469;50
381;3
658;89
659;67
615;13
495;57
356;5
30;10
550;73
234;29
343;4
321;82
478;17
482;96
52;46
442;52
867;89
945;13
195;95
467;81
624;77
163;60
328;95
840;17
569;43
514;89
635;15
533;57
573;76
965;51
630;20
569;46
995;54
345;91
135;68
902;82
861;11
193;61
59;34
923;88
855;82
766;68
710;39
548;27
134;67
877;17
253;20
41;13
440;60
123;34
571;3
677;64
203;92
905;26
931;95
685;66
343;47
561;55
364;6
26;71
272;67
128;56
762;19
605;77
720;82
594;79
515;8
423;90
71;28
294;65
473;76
527;98
360;25
506;21
570;33
804;84
45;58
40;52
341;83
538;61
774;71
535;94
179;58
312;66
967;82
