159;2
449;7
53;93
912;10
359;91
134;21
827;12
352;31
983;49
628;54
85;71
354;84
847;92
408;71
244;52
232;67
751;5
675;20
262;54
589;5
401;60
648;97
54;66
529;4
49;63
944;85
505;29
810;63
905;13
260;81
643;90
777;74
213;52
708;1
681;75
741;17
309;31
261;93
389;41
680;81
314;96
684;57
977;9
322;34
210;81
953;32
454;64
578;37
825;19
2;81
646;39
780;99
141;74
113;87
658;11
677;26
488;51
149;81
594;15
668;88
947;26
242;36
333;62
499;50
201;5
501;84
806;57
583;59
228;53
485;12
230;94
928;22
933;67
962;74
805;3
186;6
856;8
316;97
647;37
722;15
118;38
428;18
234;81
738;7
780;54
547;79
285;58
180;72
586;40
461;88
911;7
361;11
937;34
629;82
872;4
689;40
807;76
458;68
247;27
528;33
639;57
874;68
127;30
274;14
588;36
254;25
8;80
115;92
894;64
364;17
507;80
280;86
877;30
883;76
86;4
674;13
576;67
475;72
922;69
230;22
130;8
256;37
320;43
17;31
747;87
166;3
243;32
149;42
610;56
27;60
254;72
412;32
447;78
751;60
530;31
517;75
69;84
826;40
409;99
315;8
395;42
105;98
538;82
129;99
444;47
114;56
228;47
715;24
534;64
566;7
11;97
293;15
666;43
817;34
73;2
618;25
680;91
693;53
891;89
713;79
116;13
550;1
963;69
677;43
425;25
126;78
228;96
446;76
81;39
279;3
332;48
662;44
572;11
234;34
988;79
930;71
158;72
923;62
282;40
789;79
790;59
330;16
639;4
625;25
549;55
455;24
296;7
714;25
627;74
663;49
517;78
52;9
397;34
490;41
6;22
808;85
723;92
55;93
438;62
680;94
109;58
648;68
251;13
61;48
349;31
715;79
528;77
798;58
981;90
792;12
81;73
829;42
766;82
384;77
315;12
30;16
596;39
879;27
752;16
917;24
46;71
793;12
767;49
326;12
692;38
621;43
234;18
394;53
545;54
361;57
266;76
32;85
497;59
267;22
76;44
810;6
429;31
322;34
382;34
384;44
711;88
522;34
94;26
262;24
514;34
786;21
48;65
335;28
616;72
818;65
362;82
995;5
43;36
623;70
830;30
254;77
