342;99
923;28
827;64
913;76
821;15
73;9
483;48
559;7
686;69
389;48
505;38
287;55
626;45
354;20
789;41
475;50
840;88
936;39
742;32
542;53
331;9
114;6
561;14
71;39
362;53
545;43
895;36
936;57
456;73
62;68
684;59
625;41
417;74
777;40
700;70
461;34
37;84
699;93
792;86
624;99
338;89
466;66
642;44
979;21
518;40
688;57
751;1
54;86
584;17
925;76
436;31
380;93
665;22
553;99
257;14
15;20
354;54
522;58
88;83
448;87
577;66
965;4
765;19
543;71
768;99
74;53
409;52
616;46
139;9
506;64
108;97
945;27
302;67
108;82
190;72
362;56
415;93
369;77
690;76
904;51
95;51
736;29
404;62
169;96
668;24
587;27
808;3
156;45
29;95
432;82
305;84
176;94
88;72
464;76
534;19
334;53
871;91
231;7
694;83
628;70
742;67
665;72
817;62
829;49
935;11
548;56
224;4
451;24
917;66
797;15
336;64
851;70
232;17
786;16
845;19
672;12
153;86
502;39
119;50
705;94
556;34
938;47
496;52
603;21
371;6
326;80
313;63
740;59
708;75
882;32
390;68
16;99
346;57
429;58
845;90
157;71
2;13
423;57
916;85
452;40
223;96
591;36
470;45
170;28
579;82
197;97
67;86
860;18
139;45
301;30
579;17
915;81
826;44
761;87
510;6
71;64
962;55
157;31
422;18
312;79
931;23
990;57
980;87
582;65
217;83
694;36
863;86
959;30
551;84
490;7
940;46
105;63
148;1
874;89
447;78
661;79
296;97
117;57
888;89
755;82
467;22
152;9
319;34
144;53
102;51
702;6
53;3
816;41
399;14
838;96
3;49
565;7
48;12
132;62
999;88
728;92
292;72
381;51
865;62
155;56
336;10
187;57
787;48
189;21
546;14
271;62
319;92
507;80
616;32
213;3
55;71
541;78
131;47
873;39
589;29
702;15
351;90
21;11
382;90
764;49
351;91
462;56
218;87
633;18
974;68
518;18
551;10
576;99
234;86
23;53
175;29
900;26
542;99
300;23
722;9
649;60
450;77
760;49
699;77
211;24
398;16
779;79
535;52
93;69
570;73
310;39
269;30
376;10
816;88
485;8
970;51
561;95
443;80
110;41
738;10
62;8
625;42
870;21
216;86
960;37
77;44
864;37
23;44
593;49
69;44
394;34
427;9
426;73
670;86
161;60
546;43
45;99
220;59
557;24
91;71
938;36
658;53
268;51
590;95
649;70
479;84
466;42
220;6
620;78
404;69
343;64
4;98
88;4
951;55
229;29
185;91
60;21
973;98
927;57
963;65
134;51
264;84
370;85
727;96
665;4
327;39
988;98
822;91
30;92
790;93
281;13
254;81
127;85
197;81
575;91
158;84
332;45
522;14
960;38
523;16
45;22
229;81
665;49
444;81
246;10
838;11
412;8
921;74
957;99
868;55
300;16
156;11
6;39
937;41
760;91
782;93
484;57
996;4
572;52
302;65
142;83
988;40
614;8
77;2
437;19
283;50
216;35
142;39
166;11
139;78
779;73
130;82
972;53
841;52
77;89
997;61
915;58
161;35
762;7
722;88
79;10
43;61
597;39
121;6
371;47
622;49
744;48
290;27
765;16
350;87
99;19
47;88
892;8
854;26
212;21
594;39
324;90
736;58
180;19
15;30
380;50
457;50
88;91
640;45
346;97
256;55
839;99
716;91
971;78
266;67
919;43
363;53
692;45
435;5
171;32
395;38
314;59
959;20
726;69
605;49
338;14
664;69
484;58
195;45
164;21
579;10
379;82
335;7
774;63
912;91
400;80
743;31
613;79
53;31
89;87
884;42
368;57
251;8
502;57
712;83
215;43
991;67
599;8
391;15
85;23
983;79
633;16
644;59
296;23
162;64
7;63
478;73
635;53
141;46
616;48
756;76
444;61
230;41
287;76
76;33
799;65
904;66
403;44
705;72
672;26
606;58
108;41
177;76
490;87
947;67
836;33
872;79
890;47
500;41
974;36
529;12
804;61
817;61
219;91
691;4
362;87
853;73
812;31
281;17
819;79
419;46
423;51
385;1
249;64
625;89
272;5
10;37
452;26
684;79
796;82
146;99
797;20
576;76
826;7
115;13
579;76
6;7
534;29
742;90
156;34
956;79
296;66
915;78
736;87
231;73
451;31
428;73
868;74
794;13
14;21
786;96
904;86
208;77
382;92
602;85
270;24
633;8
302;63
698;8
103;58
918;6
659;28
91;8
987;60
99;71
123;20
159;3
863;80
223;83
597;82
564;24
929;59
